sanctionCountry,sanctionedName,sanctionReason,sanctionList,sdnType
Russia,JOINT STOCK COMPANY RESEARCH PRODUCTION ENTERPRISE KVANT,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY VOLGA DNEPR AIRLINES,Sanctioned by OFAC,OFAC,Entity
Russia,AKSENOV,Sanctioned by OFAC,OFAC,Individual
Russia,LIMITED LIABILITY COMPANY VOLGA DNEPR MOSCOW,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY STRATIM TECH,Sanctioned by OFAC,OFAC,Entity
Russia,ATRAN LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY GEOFIZICA COSMOS,Sanctioned by OFAC,OFAC,Entity
Russia,AIRBRIDGECARGO AIRLINES LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,KOROBKO,Sanctioned by OFAC,OFAC,Individual
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTIU NORGAU RUSSLAND,Sanctioned by OFAC,OFAC,Entity
Russia,CHIP EXPERT LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,ISTOK ENGINEERING AND CONSTRUCTION JOINT STOCK COMPANY,Sanctioned by OFAC,OFAC,Entity
Belarus,ILYUSHCHENKO,Sanctioned by OFAC,OFAC,Individual
Singapore,GREDSTONE PTE LTD,Sanctioned by OFAC,OFAC,Entity
Russia,KHVOSHCH,Sanctioned by OFAC,OFAC,Individual
Russia,LIMITED LIABILITY COMPANY RESEARCH AND DEVELOPMENT CENTER ECOPROMSERTIFIKA,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY OKTAVA,Sanctioned by OFAC,OFAC,Entity
Russia,K A VOLODIN INSTRUMENT ENGINEERING PLANT FEDERAL STATE UNITARY ENTERPRISE,Sanctioned by OFAC,OFAC,Entity
Russia,BELOBROV,Sanctioned by OFAC,OFAC,Individual
Russia,JOINT STOCK COMPANY RESEARCH INSTITUTE FOR AUTOMATED APPARATUS NAMED AFTER ACADEMICIAN V S SEMENIKHIN,Sanctioned by OFAC,OFAC,Entity
Turkey,WHITESTONE BILISM TIC VE SANAYI LTD STI,Sanctioned by OFAC,OFAC,Entity
Lebanon,ZGHEIB,Sanctioned by OFAC,OFAC,Individual
Italy,SFOGLIETTI,Sanctioned by OFAC,OFAC,Individual
France,INDUSTRIAL TECHNOLOGIES GROUP FRANCE,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,S M S TELECOM FZCO,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,WHITE FOX SHIP MANAGEMENT FZCO,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY YATEK LOGISTIKA,Sanctioned by OFAC,OFAC,Entity
Russia,PUBLIC JOINT STOCK COMPANY YAKUTSKAYA TOPLIVNO ENERGETICHESKAYA KOMPANIYA,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY MTM PROIZVODSTVO,Sanctioned by OFAC,OFAC,Entity
China,YIWU WEISHUO IMPORT AND EXPORT CO LTD,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY KLER END KLARTE,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY YATEK INVEST,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY VOSTOCHNO SIBIRSKAYA KOMPANIYA,Sanctioned by OFAC,OFAC,Entity
Russia,BELOUSOVA,Sanctioned by OFAC,OFAC,Individual
Russia,LIMITED LIABILITY COMPANY MAIGEOPROM,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY MINT,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY KATRADE,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY HOLDINGOVAYA KOMPANIYA SDS UGOL,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY RAZREZ SHESTAKI,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY QUANTUM,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY SHAKHTOUPRAVLENIYE MAISKOYE,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY STOTECHNO,Sanctioned by OFAC,OFAC,Entity
Turkey,DEIN DANISMANLIK PAZARLAMA VE TICARET ANONIM SIRKETI,Sanctioned by OFAC,OFAC,Entity
Italy,SALVADORI,Sanctioned by OFAC,OFAC,Individual
Russia,LIMITED LIABILITY COMPANY SPETSPROEKT 2,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY CHERNIGOVETS,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY COMBIT,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY SHAKHTA N 12,Sanctioned by OFAC,OFAC,Entity
Unknown,NORTH SKY,Sanctioned by OFAC,OFAC,Vessel
Turkey,META CNC SANAYI VE TICARET LIMITED SIRKETI,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY UPRAVLYAYUSHCHAYA KOMPANIYA MECHEL MAINING,Sanctioned by OFAC,OFAC,Entity
Unknown,NORTH AIR,Sanctioned by OFAC,OFAC,Vessel
Russia,OPEN JOINT STOCK COMPANY GUBAKHINSKIY KOKS,Sanctioned by OFAC,OFAC,Entity
Unknown,NORTH MOUNTAIN,Sanctioned by OFAC,OFAC,Vessel
Russia,JOINT STOCK COMPANY SALEK,Sanctioned by OFAC,OFAC,Entity
Unknown,NORTH WAY,Sanctioned by OFAC,OFAC,Vessel
Russia,LIMITED LIABILITY COMPANY SHAKHTA LISTVYAZHNAYA,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY CHELYABINSKIY ZAVOD PO PROIZVODSTVU KOKSOKHIMICHESKOY PRODUKTSII,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY LIQUIFIED NATURAL GAS YAKUTIA,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY KAPITAL GRUPP,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY MECHEL INFORMATSIONNYYE TEKHNOLOGII,Sanctioned by OFAC,OFAC,Entity
China,ALICE COMPONENTS CO LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,OPEN JOINT STOCK COMPANY MOSKOVSKII YUVELIRNYI ZAVOD,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY OBYEDINENIYE POSTAVSHIKOV,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY HOLDING COMPANY YAKUTUGOL,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY YAKUTSKAYA RUDNAYA KOMPANIYA,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY SOL GROUP,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY PROIZVODSTVENNOE OBYEDINENIE KRISTALL,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY PROTEKTOR,Sanctioned by OFAC,OFAC,Entity
China,CHENGDU JINGXIN TECHNOLOGY CO LTD,Sanctioned by OFAC,OFAC,Entity
China,SHENZHEN HUASHUO SEMICONDUCTOR CO LTD,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY EKROPROMSTROY,Sanctioned by OFAC,OFAC,Entity
Tunisia,STE SOKAMAR SHIPPING AGENCY,Sanctioned by OFAC,OFAC,Entity
China,AGU INFORMATION TECHNOLOGY CO LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,RADIOFID SYSTEMS,Sanctioned by OFAC,OFAC,Entity
Russia,PUBLIC JOINT STOCK COMPANY KORSHUNOV MINING PLANT,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY ENERGETICHESKAYA KOMPANIYA SIBMAINING,Sanctioned by OFAC,OFAC,Entity
China,TIME ART INTERNATIONAL LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY SAKHA DOICH DIAMAN,Sanctioned by OFAC,OFAC,Entity
Turkey,KAYRA ELEKTRONIK LIMITED SIRKETI,Sanctioned by OFAC,OFAC,Entity
Russia,PUBLIC JOINT STOCK COMPANY UGOLNAYA KOMPANIYA YUZHNYI KUZBASS,Sanctioned by OFAC,OFAC,Entity
China,DONGGUAN SHENGYIN CNC EQUIPMENT CO LTD,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY TVK,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY SP ROMANTIKA,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY ASR,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY STROISERVIS,Sanctioned by OFAC,OFAC,Entity
China,GUANGZHOU CHIPHOME INFORMATION TECHNOLOGY LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY SIBIRSKIY INSTITUT GORNOVO DELA,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY BELOVSKII PROMYSHLENNYI ZHELEZNODOROZHNYI TRANSPORT,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY GALICHSKII AVTOKRANOVYI ZAVOD,Sanctioned by OFAC,OFAC,Entity
Russia,GUROV,Sanctioned by OFAC,OFAC,Individual
Russia,LIMITED LIABILITY COMPANY MEZHREGIONSTROY,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY BELTRANS,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY BRIZANT,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,SKY WALK COMPANY FZCO,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY SERVISNYY TSENTR SDS UGOL,Sanctioned by OFAC,OFAC,Entity
Cyprus,STROYSERVICE TRADING LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY TORGOVYY DOM SDS TREYD,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY URALKRAN,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY RAZREZ BEREZOVSKIY,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY STROYITELNAYA DNOUGLUBITELNAYA KOMPANIA,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY TRADE INDUSTRIAL COMPLEX RZM,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY SDS INNOVATSII,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY RAZREZ PERMYAKOVSKIY,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY MEZHREGIONSTROY RVS,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY SOVMESTNOE PREDPRIYATIE BARZASSKOYE TOVARISHTESTVO,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY SIBUGOLINVEST,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY EXMASH,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY MECHEL MAINING,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY TECHNOROS,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY MEZHREGIONGIDROSTROY,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY ITECO KRAN,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY REGIONALNYE PROEKTNO STROITELNYE SISTEMY,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY MTM PRO,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY PROFI GLASS PLUS,Sanctioned by OFAC,OFAC,Entity
Russia,CLOSED JOINT STOCK COMPANY SMM,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY EPLEKS GRUPP,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY OKTOGLASS,Sanctioned by OFAC,OFAC,Entity
Russia,ERSHOV,Sanctioned by OFAC,OFAC,Individual
Russia,LIMITED LIABILITY COMPANY INTERREGIONGASCONSTRUCTION,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY SD RUD,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY TECHSTROYKOMPLEKS,Sanctioned by OFAC,OFAC,Entity
Hungary,MEZHREGIONSTROJ OOO MAGYARORSZAGI FIOKTELEPE,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY ARMOR ENGINEERING,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY POWER OF YAKUTIA,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY YAKUTSTROIPROEKT,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY MENSOR GRUPP,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,EXGO INTERNATIONAL FZCO,Sanctioned by OFAC,OFAC,Entity
China,NOVATEK CHINA HOLDINGS CO LTD,Sanctioned by OFAC,OFAC,Entity
Ukraine,MOLCHANOVA,Sanctioned by OFAC,OFAC,Individual
Russia,LIMITED LIABILITY COMPANY REMSTAL,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,COMUS FZCO,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,COMUS INTERNATIONAL FZCO,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,WATERFALL ENGINEERING LTD,Sanctioned by OFAC,OFAC,Entity
China,SHENZHEN SHENCHUANGHUI TECHNOLOGY CO LTD,Sanctioned by OFAC,OFAC,Entity
China,LETT TRONIC GROUP LIMITED,Sanctioned by OFAC,OFAC,Entity
China,HWACHENG CO LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY NAUCHNO ISSLEDOVATELSKII INSTITUT STALI,Sanctioned by OFAC,OFAC,Entity
China,M STAR INTERNATIONAL TRADING CO LTD,Sanctioned by OFAC,OFAC,Entity
China,GENERAL TECHNOLOGY GROUP DALIAN MACHINE TOOL IMPORT & EXPORT CO LTD,Sanctioned by OFAC,OFAC,Entity
China,BEIJING TIMINGTRON CORPORATION,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY STUDIYA PIKSADZHIO,Sanctioned by OFAC,OFAC,Entity
Russia,MARKIN,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,O G SERVICES FZE LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY RUSTEKH TD,Sanctioned by OFAC,OFAC,Entity
China,DONGGUAN BINONG TECHNOLOGY CO LTD,Sanctioned by OFAC,OFAC,Entity
China,RUI EN KOO TECHNOLOGY CO LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY ELESAR GRUPP,Sanctioned by OFAC,OFAC,Entity
Turkey,NET SISTEM DANISMANLIK VE EGITIM HIZMETLERI LIMITED SIRKETI,Sanctioned by OFAC,OFAC,Entity
Turkey,MEDITERRANEAN INTERNATIONAL TRADING DIS TICARET LIMITED SIRKETI,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY TU RITEYL,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,DIGTLWORLD LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,OBSHCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU 1M,Sanctioned by OFAC,OFAC,Entity
Turkey,LGM PROCESS DIS TICARET LIMITED,Sanctioned by OFAC,OFAC,Entity
Kazakhstan,CATU TECH LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Kyrgyzstan,LIMITED LIABILITY COMPANY AKFORTA,Sanctioned by OFAC,OFAC,Entity
Panama,JIANG PING SHIPPING INCORPORATED,Sanctioned by OFAC,OFAC,Entity
Ukraine,CHERNOBAY,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,WORLD VISION FREIGHT SYSTEMS FZE,Sanctioned by OFAC,OFAC,Entity
Russia,PEARL LOTUS LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
China,KAI HENG LONG GLOBAL ENERGY LIMITED,Sanctioned by OFAC,OFAC,Entity
Unknown,FENGSHUN,Sanctioned by OFAC,OFAC,Vessel
Unknown,VICTORIA,Sanctioned by OFAC,OFAC,Vessel
Unknown,LADY LIBERTY,Sanctioned by OFAC,OFAC,Vessel
Unknown,PARVATI,Sanctioned by OFAC,OFAC,Vessel
Russia,"TEKHEKSPERTIZA, AO",Sanctioned by OFAC,OFAC,Entity
Russia,LLC SEMICOR,Sanctioned by OFAC,OFAC,Entity
Lebanon,HEAVY OIL DISTRIBUTION COMPANY HODICO S.A.L.,Sanctioned by OFAC,OFAC,Entity
Russia,TECHNOMAR,Sanctioned by OFAC,OFAC,Entity
Italy,IDRONAUT S.R.L.,Sanctioned by OFAC,OFAC,Entity
China,"SHANGHAI OCEANEN ENVIRONMENTAL SCIENCE AND TECHNOLOGY CO., LTD.",Sanctioned by OFAC,OFAC,Entity
Italy,GRAZIOTTIN,Sanctioned by OFAC,OFAC,Individual
Lebanon,HEAVY INDUSTRIAL FUELS SAL HIF,Sanctioned by OFAC,OFAC,Entity
Venezuela,HERNANDEZ LAREZ,Sanctioned by OFAC,OFAC,Individual
Lebanon,EUROPEAN LEBANESE INTERNATIONAL TRADE S.A.R.L. ELIT,Sanctioned by OFAC,OFAC,Entity
Lebanon,O.H.G. HOLDING SAL,Sanctioned by OFAC,OFAC,Entity
India,OCEAN SPEEDSTAR SOLUTIONS OPC PRIVATE LIMITED,Sanctioned by OFAC,OFAC,Entity
Lebanon,HEAVY OIL DISTRIBUTION COMPANY HODICO SAL OFFSHORE,Sanctioned by OFAC,OFAC,Entity
Unknown,ALPHA GAS,Sanctioned by OFAC,OFAC,Vessel
India,ZARA SHIPHOLDING CO,Sanctioned by OFAC,OFAC,Entity
Unknown,PIONEER,Sanctioned by OFAC,OFAC,Vessel
Unknown,MARINA,Sanctioned by OFAC,OFAC,Vessel
Unknown,ASYA ENERGY,Sanctioned by OFAC,OFAC,Vessel
Unknown,EVEREST ENERGY,Sanctioned by OFAC,OFAC,Vessel
Venezuela,ESTRADA PAREDES,Sanctioned by OFAC,OFAC,Individual
Venezuela,MUNOZ PALACIOS,Sanctioned by OFAC,OFAC,Individual
Venezuela,BRITO HERNANDEZ,Sanctioned by OFAC,OFAC,Individual
Venezuela,RODRIGUEZ RODRIGUEZ,Sanctioned by OFAC,OFAC,Individual
Greece,BITZIOS,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,GAMBAZZI,Sanctioned by OFAC,OFAC,Individual
Greece,HARPAZ,Sanctioned by OFAC,OFAC,Individual
Iran,JA'FARABADI,Sanctioned by OFAC,OFAC,Individual
Cyprus,KARAOLI,Sanctioned by OFAC,OFAC,Individual
Cyprus,ARTEMIOU,Sanctioned by OFAC,OFAC,Individual
"Virgin Islands, British","ALIADA GROUP, INC.",Sanctioned by OFAC,OFAC,Entity
China,"INTEGRITY TECHNOLOGY GROUP, INCORPORATED",Sanctioned by OFAC,OFAC,Entity
Russia,AUTONOMOUS NON-PROFIT ORGANIZATION DIALOG REGIONS,Sanctioned by OFAC,OFAC,Entity
Mexico,CASTELLANOS MEZA,Sanctioned by OFAC,OFAC,Individual
Mexico,CASTANEDA MEZA,Sanctioned by OFAC,OFAC,Individual
Iran,AMAD BEHINEH SAZ ENGINEERING COMPANY,Sanctioned by OFAC,OFAC,Entity
Iran,TALIEH SABZ JEHAN GROUP COMPANY,Sanctioned by OFAC,OFAC,Entity
Iran,SANJESH GOSTAR DANA ENGINEERING AND QUALITY CONTROL INSPECTION COMPANY,Sanctioned by OFAC,OFAC,Entity
Iran,MAHDAVIAN,Sanctioned by OFAC,OFAC,Individual
Iran,RAHIMI HAJJIABADI,Sanctioned by OFAC,OFAC,Individual
Iran,ABDOLRAHIMI,Sanctioned by OFAC,OFAC,Individual
Iran,ASKARIZADEH,Sanctioned by OFAC,OFAC,Individual
Sudan,BARAKALLAH,Sanctioned by OFAC,OFAC,Individual
Russia,GARASHCHENKO,Sanctioned by OFAC,OFAC,Individual
Russia,YERMOSHKINA,Sanctioned by OFAC,OFAC,Individual
Russia,NEZHENTSEV,Sanctioned by OFAC,OFAC,Individual
Russia,SIMONYAN,Sanctioned by OFAC,OFAC,Individual
Russia,BRODSKAIA,Sanctioned by OFAC,OFAC,Individual
Russia,KIYASHKO,Sanctioned by OFAC,OFAC,Individual
Unknown,BORIS KUSTODIEV,Sanctioned by OFAC,OFAC,Vessel
Unknown,PORT OLYA-4,Sanctioned by OFAC,OFAC,Vessel
Unknown,PORT OLYA-3,Sanctioned by OFAC,OFAC,Vessel
Unknown,KOMPOZITOR RAKHMANINOV,Sanctioned by OFAC,OFAC,Vessel
Thailand,LY,Sanctioned by OFAC,OFAC,Individual
Iran,EFTEKHARI,Sanctioned by OFAC,OFAC,Individual
Russia,VAFA WHOLESALE LTD,Sanctioned by OFAC,OFAC,Entity
Unknown,VAFA,Sanctioned by OFAC,OFAC,Vessel
Unknown,VAFA-1,Sanctioned by OFAC,OFAC,Vessel
Russia,SEA RIVER SERVICE LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Unknown,OMSKIY-103,Sanctioned by OFAC,OFAC,Vessel
Unknown,OMSKIY-119,Sanctioned by OFAC,OFAC,Vessel
Unknown,ZAKAMSK,Sanctioned by OFAC,OFAC,Vessel
Russia,KATEBI,Sanctioned by OFAC,OFAC,Individual
Iran,BAHRAMI,Sanctioned by OFAC,OFAC,Individual
Venezuela,MARQUEZ CORDERO,Sanctioned by OFAC,OFAC,Individual
Cambodia,KOH KONG RESORT,Sanctioned by OFAC,OFAC,Entity
Russia,NIKULIN,Sanctioned by OFAC,OFAC,Individual
Georgia,MRB BANK,Sanctioned by OFAC,OFAC,Entity
Russia,STROYTREYD LLC,Sanctioned by OFAC,OFAC,Entity
Russia,"TIMER BANK, AO",Sanctioned by OFAC,OFAC,Entity
Iran,AL-KUHLANI,Sanctioned by OFAC,OFAC,Individual
China,"SHENZHEN BOYU IMPORTS AND EXPORTS CO., LTD.",Sanctioned by OFAC,OFAC,Entity
China,SHENZHEN JINGHON ELECTRONICS LIMITED,Sanctioned by OFAC,OFAC,Entity
India,GOTIK SHIPPING CO,Sanctioned by OFAC,OFAC,Entity
India,PLIO ENERGY CARGO SHIPPING OPC PRIVATE LIMITED,Sanctioned by OFAC,OFAC,Entity
Unknown,NEW ENERGY,Sanctioned by OFAC,OFAC,Vessel
Unknown,MULAN,Sanctioned by OFAC,OFAC,Vessel
Russia,RYZHENKOV,Sanctioned by OFAC,OFAC,Individual
Russia,SHCHETININ,Sanctioned by OFAC,OFAC,Individual
Russia,RAMAZANOV,Sanctioned by OFAC,OFAC,Individual
Russia,POGODIN,Sanctioned by OFAC,OFAC,Individual
China,BEIJING RESEARCH INSTITUTE OF AUTOMATION FOR MACHINERY INDUSTRY CO. LTD.,Sanctioned by OFAC,OFAC,Entity
Colombia,CORDOBA QUINTO,Sanctioned by OFAC,OFAC,Individual
Colombia,ALCARAZ MORALES,Sanctioned by OFAC,OFAC,Individual
Saint Vincent and the Grenadines,CRYPTEX,Sanctioned by OFAC,OFAC,Entity
Russia,PASHAEV,Sanctioned by OFAC,OFAC,Individual
Cambodia,PHNOM PENH HOTEL,Sanctioned by OFAC,OFAC,Entity
Iran,BAGHLANI,Sanctioned by OFAC,OFAC,Individual
Venezuela,DUENEZ REYES,Sanctioned by OFAC,OFAC,Individual
Iran,FARSANI,Sanctioned by OFAC,OFAC,Individual
Venezuela,BRICENO CISNEROS,Sanctioned by OFAC,OFAC,Individual
Iran,KHORRAMDEL,Sanctioned by OFAC,OFAC,Individual
Iran,AZADEH,Sanctioned by OFAC,OFAC,Individual
Iran,BAZVAND,Sanctioned by OFAC,OFAC,Individual
Iran,SHAHKOUI,Sanctioned by OFAC,OFAC,Individual
Iran,ROSHAN,Sanctioned by OFAC,OFAC,Individual
Unknown,BEHESHTI RAD,Sanctioned by OFAC,OFAC,Individual
Georgia,MORGOSHIA,Sanctioned by OFAC,OFAC,Individual
Georgia,MAKHARADZE,Sanctioned by OFAC,OFAC,Individual
Georgia,KHARAZISHVILI,Sanctioned by OFAC,OFAC,Individual
Georgia,LAGAZAURI,Sanctioned by OFAC,OFAC,Individual
Russia,FEDERAL STATE UNITARY ENTERPRISE INTERNATIONAL INFORMATION AGENCY ROSSIYA SEGODNYA,Sanctioned by OFAC,OFAC,Entity
Russia,AUTONOMOUS NON PROFIT ORGANIZATION TV NOVOSTI,Sanctioned by OFAC,OFAC,Entity
Russia,AVTONOMNAYA NEKOMMERCHESKAYA ORGANIZATSIYA SODEYSTVIYA RAZVITIYU MEZHDUNARODNOVO SOTRUDNICHESTVA EVRAZIYA,Sanctioned by OFAC,OFAC,Entity
Russia,PARUTENKO,Sanctioned by OFAC,OFAC,Individual
Iran,PANJAKI,Sanctioned by OFAC,OFAC,Individual
Iran,ZAREIKAJOSANGI,Sanctioned by OFAC,OFAC,Individual
Iran,GHAFFARHADDADI,Sanctioned by OFAC,OFAC,Individual
Russia,SOTIS,Sanctioned by OFAC,OFAC,Entity
Russia,TELECOM INTEGRATION LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO MPO ELEKTROMONTAZH,Sanctioned by OFAC,OFAC,Entity
Russia,AO NPO ANGSTREM,Sanctioned by OFAC,OFAC,Entity
Mexico,"SOLUCIONES TECNOLOGICAS Y PAQUETERIA TRES, SOCIEDAD ANONIMA DE CAPITAL VARIABLE",Sanctioned by OFAC,OFAC,Entity
Italy,HANOUN,Sanctioned by OFAC,OFAC,Individual
Italy,ASSOCIAZIONE BENEFICA DI SOLIDARIETA CON IL POPOLO PALESTINESE,Sanctioned by OFAC,OFAC,Entity
Russia,JSC FINVAL ENERGY,Sanctioned by OFAC,OFAC,Entity
Russia,NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE IRVIS,Sanctioned by OFAC,OFAC,Entity
Russia,ZAVOD GORELTEX CO LTD,Sanctioned by OFAC,OFAC,Entity
Russia,KAMSKII KABEL,Sanctioned by OFAC,OFAC,Entity
Russia,MOSCOW AVIATION INSTITUTE,Sanctioned by OFAC,OFAC,Entity
Ukraine,STATE UNITARY ENTERPRISE CENTER FOR TECHNICAL DEVELOPMENT AND SERVICES NAMED AFTER P A SUDOPLATOV OF THE MILITARY AND CIVIL ADMINISTRATION OF THE ZAPORIZHZHIA REGION,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY YAROSLAVSKY EXPERIMENTAL MACHINES PLANT,Sanctioned by OFAC,OFAC,Entity
Russia,FEDERAL STATE BUDGETARY INSTITUTION RUSSIAN ACADEMY OF ROCKET AND ARTILLERY SCIENCES,Sanctioned by OFAC,OFAC,Entity
